"DateTime","deviation"
2015-07-09,-200.0246875
2015-07-13,-306.77046875
2015-07-16,-287.3853125
2015-07-20,-310.40734375
2015-07-23,-288.3425
2015-07-27,-264.5334375
2015-07-30,-253.3509375
2015-08-03,-243.66015625
2015-08-08,-233.03234375
2015-08-31,-283.70328125
2015-09-07,-281.34015625
2015-09-14,-91.36703125
2015-09-21,-169.0103125
2015-09-28,-80.99078125
2015-10-05,7.356875
2015-10-19,7.06718749999999
2015-10-23,-9.61265625000001
2015-12-07,1.08249999999998
2016-03-30,45.9375
2016-04-04,44.375
2016-04-06,31.25
2016-04-11,25
2016-04-18,90.9375
2016-04-20,68.125
2016-04-25,48.28125
2016-05-02,13.4375
2016-05-04,13.75
2016-05-09,-17.65625
2016-06-20,-12.63375
2016-06-27,-54.50953125
2016-06-28,-85.14921875
2016-06-30,-49.46390625
2016-07-05,-84.65578125
2016-07-07,-71.9359375
2016-07-11,-101.86484375
2016-07-14,-160.6253125
2016-07-18,-83.27359375
2016-07-21,-131.49390625
2016-07-24,-169.39421875
2016-07-25,-135.4740625
2016-07-26,-92.65609375
2016-07-27,-45.15625
2016-07-28,-59.9353125
2016-08-01,-152.08203125
2016-09-20,-39.6875
2016-09-27,-78.95171875
2016-09-30,-115.96953125
2016-10-05,-8.32609375000001
2016-10-06,93.6109375
2016-10-07,58.59390625
2016-10-11,11.96078125
2016-10-14,11.743125
2016-11-04,20.76015625
2016-11-11,-8.03359375000002
2016-12-02,32.93765625
2017-02-27,20.3125
2017-03-12,-22.52390625
2017-03-26,-22.5128125
2017-03-27,20.3125
2017-04-09,-8.88562499999998
2017-04-10,8.75
2017-04-16,38.57140625
2017-04-23,6.99296874999999
2017-04-30,-52.595
2017-05-04,-41.65140625
2017-05-07,10.7265625
2017-05-08,-40.78125
2017-05-09,-0.821718750000002
2017-05-14,-42.3440625
2017-05-15,-59.21875
2017-05-18,-53.125
2017-05-22,-57.8125
2017-05-25,18.75
2017-05-29,-75.78125
2017-05-30,-14.21875
2017-06-01,-39.21875
2017-06-05,-31.09375
2017-06-08,-33.59375
2017-06-12,-20.78125
2017-06-19,-45.46875
2017-06-26,-45.46875
2017-07-05,-50.9375
2017-07-10,-64.6875
2017-07-13,-18.59375
2017-07-17,-66.875
2017-07-24,-33.28125
2017-07-31,-60.78125
2017-08-02,-144.21875
2017-08-06,-128.90625
2017-08-07,-109.53125
2017-08-09,-92.65625
2017-08-13,-119.0625
2017-08-14,-150.625
2017-08-16,-90.78125
2017-08-21,-110.15625
2017-08-28,-90.78125
2017-09-04,-22.03125
2017-09-11,24.21875
2017-09-18,-43.75
2017-09-25,8.75
2017-10-02,25
2017-10-09,32.96875
2017-10-16,41.71875
2017-10-23,-55
2017-10-30,-10.78125
2017-11-06,-6.09375
2017-12-11,0
2018-01-15,6.40625
2018-04-04,13.75
2018-04-10,20.3125
2018-04-20,42.55625
2018-04-23,42.134375
2018-04-30,-19.9140625000001
2018-05-04,-49.8140624999999
2018-05-07,-48.8453125
2018-05-11,-25.590625
2018-05-14,-55.9312499999999
2018-05-17,-68.178125
2018-05-21,-15.071875
2018-05-28,-40.0921875
2018-06-04,-70.109375
2018-06-07,-170.7640625
2018-06-11,-116.30625
2018-06-14,-127.1
2018-06-18,-94.075
2018-06-25,-128.2421875
2018-07-02,-152.909375
2018-07-05,-180.9734375
2018-07-09,-141.8203125
2018-07-16,-154.2
2018-07-19,-196.3671875
2018-07-23,-110.3125
2018-07-26,-192.828125
2018-07-30,-149.1234375
2018-08-02,-64.2015625
2018-08-06,-119.675
2018-08-09,-92.5328125
2018-08-10,-100.6203125
2018-08-13,-115.8140625
2018-08-14,-137.178125
2018-08-16,-134.340625
2018-08-20,-124.4625
2018-08-24,-128.80625
2018-08-27,-134.84375
2018-09-03,-129.453125
2018-09-10,-120.21875
2018-09-17,-63.8015625
2018-09-21,-134.6671875
2018-09-24,-110.059375
2018-10-01,-81.075
2018-10-05,-130.0453125
2018-10-08,-107.209375
2018-10-15,39.1625
2018-10-19,100.296875
2018-10-21,15
2018-10-22,92.5765625
2018-10-29,-0.865625000000023
2018-11-02,12.46875
2018-11-07,42.321875
2018-11-13,21.1828125
2018-11-19,-3.54062500000003
2018-12-06,26.8328125
2018-12-17,19.5828125
2019-02-08,1.97031249999998
2019-03-18,10.15625
2019-05-13,112.34375
2019-05-20,155.9375
2019-05-27,174.53125
2019-06-03,76.0046875
2019-06-06,14.9171875
2019-06-10,6.44374999999999
2019-06-13,-46.725
2019-06-17,-34.903125
2019-06-20,-166.05
2019-06-24,-49.9859375
2019-06-27,25.0296875
2019-07-01,50.3515625
2019-07-03,-20.803125
2019-07-08,-37.453125
2019-07-15,-94.6203125
2019-07-18,-121.05625
2019-07-22,-166.053125
2019-07-29,35.778125
2019-08-01,-56.5609375
2019-08-05,-115.221875
2019-08-08,-140.8484375
2019-08-12,-172.10625
2019-08-15,-200.125
2019-08-19,-180.1078125
2019-08-22,-143.9453125
2019-09-11,-129.425
2019-09-27,-110.1703125
2019-10-02,-108.8546875
2019-10-04,-121.2296875
2019-10-22,14.2609375
2019-10-23,41.0890625
2019-10-25,1.11562499999999
2019-10-28,-21.075
2019-10-30,-40.0296875
2019-11-04,-1.16093749999999
2019-11-08,-0.0156250000000284
2019-11-20,9.38906249999997
2019-12-06,0.300000000000011
